1	32.4554	
2	48.2538	
3	63.7679	
4	79.0071	
5	94.6434	
6	110.183	
7	126.175	
8	141.82	
9	157.192	
10	172.671	
11	187.805	
12	203.312	
13	218.649	
14	233.686	
15	248.503	
16	263.06	
17	278.345	
18	293.751	
19	309.079	
20	324.259	
21	339.71	
22	354.872	
23	369.82	
24	385.268	
25	400.635	
26	416.402	
27	431.829	
28	447.456	
29	462.868	
30	477.909	
31	493.469	
32	509.053	
33	524.651	
34	539.734	
35	555.236	
36	570.781	
37	586.306	
38	601.776	
39	616.918	
40	632.372	
41	647.799	
42	662.981	
43	678.293	
44	693.471	
45	708.812	
46	724.011	
47	739.392	
48	755.113	
49	770.445	
50	785.913	
51	801.215	
52	816.55	
53	832.208	
54	848.224	
55	863.779	
56	879.451	
57	895.284	
58	911.097	
59	927.011	
60	942.438	
61	957.734	
62	973.625	
63	989.006	
64	1004.57	
65	1020.26	
66	1036.26	
67	1052.1	
68	1067.72	
69	1083.56	
70	1099.5	
71	1115.51	
72	1131.53	
73	1147.46	
74	1163.56	
75	1179.7	
76	1195.59	
77	1211.82	
78	1227.82	
79	1243.68	
80	1259.62	
81	1275.64	
82	1291.94	
83	1307.72	
84	1323.44	
85	1338.87	
86	1354.53	
87	1370.03	
88	1386.11	
89	1402.16	
90	1418.07	
91	1433.88	
92	1449.26	
93	1464.65	
94	1480.28	
95	1495.32	
96	1510.69	
97	1526.35	
98	1541.4	
99	1556.98	
100	1572.1	
101	1587.52	
102	1602.65	
103	1618.04	
104	1632.76	
105	1648.29	
106	1663.97	
107	1679.37	
108	1694.95	
109	1710.03	
110	1725.33	
111	1740.88	
112	1756.01	
113	1771.6	
114	1787.12	
115	1802.68	
116	1817.74	
117	1832.78	
118	1848.31	
119	1863.79	
120	1878.93	
121	1894.18	
122	1909.96	
123	1925.34	
124	1940.18	
125	1956.03	
126	1971.31	
127	1986.52	
128	2001.71	
129	2017.23	
130	2032.4	
131	2047.68	
132	2063.12	
133	2078.21	
134	2093.42	
135	2109.01	
136	2123.88	
137	2139.03	
138	2154.39	
139	2169.6	
140	2185.19	
141	2200.94	
142	2216.13	
143	2231.69	
144	2247.47	
145	2263.27	
146	2278.68	
147	2294.26	
148	2309.57	
149	2325.09	
150	2340.66	
151	2356.09	
152	2371.99	
153	2387.3	
154	2402.93	
155	2418.87	
156	2434.68	
157	2450.61	
158	2465.79	
159	2481.67	
160	2497.41	
161	2513.08	
162	2528.57	
163	2544.09	
164	2559.68	
165	2574.35	
166	2590.24	
167	2606.52	
168	2622.25	
169	2637.25	
170	2652.79	
171	2668.41	
172	2683.68	
173	2699.27	
174	2714.94	
175	2730.19	
176	2745.4	
177	2760.33	
178	2776.06	
179	2791.23	
180	2806.85	
181	2822.35	
182	2837.51	
183	2852.85	
184	2868.24	
185	2883.24	
186	2898.25	
187	2913.83	
188	2929.12	
189	2944.85	
190	2960.38	
191	2975.52	
192	2991.11	
193	3006.87	
194	3022.31	
195	3037.46	
196	3053.23	
197	3068.62	
198	3084.16	
199	3099.87	
200	3115.5	
201	3131.09	
202	3146.74	
203	3162.5	
204	3177.46	
205	3192.54	
206	3207.74	
207	3222.97	
208	3238.44	
209	3254.33	
210	3270.12	
211	3285.69	
212	3301.28	
213	3316.57	
214	3332.33	
215	3347.65	
216	3362.57	
217	3378.41	
218	3394.53	
219	3409.9	
220	3425.43	
221	3440.83	
222	3456.6	
223	3471.25	
224	3486.81	
225	3501.87	
226	3517.66	
227	3532.98	
228	3547.97	
229	3563.42	
230	3578.79	
231	3594.31	
232	3610.36	
233	3625.84	
234	3641.35	
235	3657.6	
236	3673.95	
237	3689.52	
238	3705.31	
239	3721.07	
240	3736.46	
241	3751.67	
242	3767.21	
243	3782.84	
244	3799.15	
245	3815.62	
246	3831.88	
247	3847.16	
248	3863.45	
249	3878.79	
250	3894.03	
251	3908.94	
252	3924.31	
253	3939.42	
254	3955.09	
255	3970.91	
256	3986.55	
257	4001.98	
258	4017.64	
259	4033.64	
260	4049.83	
261	4065.87	
262	4081.62	
263	4097.37	
264	4113.83	
265	4129.48	
266	4145.11	
267	4160.51	
268	4176.1	
269	4191.69	
270	4206.94	
271	4222.08	
272	4237.59	
273	4253.17	
274	4268.81	
275	4284.37	
276	4299.63	
277	4315.27	
278	4330.95	
279	4346.11	
280	4362.04	
281	4377.74	
282	4393.33	
283	4408.7	
284	4424.73	
285	4439.94	
286	4455.48	
287	4471.45	
288	4486.86	
289	4502.33	
290	4518.12	
291	4533.78	
292	4549.43	
293	4564.95	
294	4580.8	
295	4596.43	
296	4611.8	
297	4627.72	
298	4643.78	
299	4659.95	
300	4675.3	
301	4690.84	
302	4706.42	
303	4721.92	
304	4737.65	
305	4753.42	
306	4757.51	
