1	0
2	0.78496
3	1.02912
4	0.40736
5	0.83616
6	1.29926
7	0.973376
8	1.08058
9	0.827584
10	1.11059
11	1.08058
12	0.767552
13	0.969088
14	0.994816
15	0.840448
16	0.754688
17	1.12774
18	1.07629
19	0.990528
20	0.926208
21	1.05914
22	0.868544
23	0.553152
24	1.30592
25	0.861888
26	1.08915
27	1.1449
28	0.951936
29	1.20493
30	0.716096
31	1.20922
32	1.14061
33	1.06342
34	0.668928
35	0.737536
36	1.26496
37	0.973376
38	1.16634
39	0.77184
40	0.883328
41	1.11059
42	1.09773
43	0.939072
44	0.634624
45	1.18349
46	0.823296
47	1.12346
48	1.06771
49	0.806144
50	0.969088
51	1.19206
52	0.83616
53	0.973376
54	1.05056
55	0.827584
56	0.94336
57	0.801856
58	1.30355
59	1.0416
60	0.990528
61	0.861888
62	1.26925
63	0.866176
64	0.424512
65	1.38074
66	1.15347
67	0.866176
68	0.587456
69	1.24352
70	1.1063
71	1.02483
72	1.11488
73	1.05056
74	0.776128
75	1.45792
76	1.15347
77	0.887616
78	1.07629
79	0.926208
80	1.40646
81	0.853312
82	1.22208
83	0.8576
84	1.26496
85	0.733248
86	0.698944
87	1.40218
88	0.951936
89	1.04198
90	0.98624
91	1.11488
92	0.9648
93	0.913344
94	0.81472
95	0.840448
96	0.891904
97	0.913344
98	0.861888
99	1.02483
100	0.79328
101	1.13203
102	0.831872
103	0.72896
104	0.788992
105	1.21779
106	1.06342
107	0.956224
108	1.08058
109	0.87904
110	0.947648
111	1.21779
112	0.853312
113	1.04627
114	0.909056
115	1.23494
116	0.463104
117	1.16634
118	0.72896
119	1.26496
120	0.801856
121	0.883328
122	1.09344
123	1.12346
124	0.763264
125	0.956224
126	0.776128
127	1.22208
128	0.98624
129	1.06771
130	0.9648
131	1.08486
132	0.698944
133	0.904768
134	0.866176
135	1.17062
136	0.819008
137	0.776128
138	1.01626
139	1.03341
140	1.06771
141	0.947648
142	0.694656
143	1.22637
144	1.13632
145	1.04627
146	0.883328
147	1.15776
148	0.647488
149	0.977664
150	1.1449
151	0.797568
152	1.32928
153	0.596032
154	1.01626
155	0.887616
156	0.87904
157	1.09344
158	0.934784
159	0.87904
160	1.23066
161	1.24352
162	0.79328
163	0.960512
164	0.939072
165	0.591744
166	1.16205
167	1.17491
168	1.12346
169	0.776128
170	1.05485
171	0.866176
172	1.13203
173	0.939072
174	0.939072
175	1.05485
176	1.02054
177	0.83616
178	1.3207
179	0.561728
180	1.23494
181	1.01626
182	0.510272
183	1.32499
184	0.806144
185	0.788992
186	1.21779
187	1.02912
188	0.763264
189	0.776128
190	1.14918
191	0.831872
192	1.12774
193	1.04198
194	0.853312
195	1.01197
196	1.04627
197	0.806144
198	0.788992
199	1.34643
200	0.746112
201	1.27354
202	0.917632
203	1.10202
204	0.604608
205	1.02912
206	0.887616
207	0.758976
208	1.00339
209	0.70752
210	1.45792
211	0.977664
212	1.11059
213	0.831872
214	0.98624
215	0.733248
216	0.977664
217	1.02912
218	1.16205
219	1.01197
220	0.716096
221	1.22208
222	0.844736
223	0.501696
224	1.02054
225	0.94336
226	1.06771
227	0.849024
228	0.79328
229	1.15776
230	0.896192
231	1.12774
232	0.656064
233	1.07629
234	0.651776
235	0.92192
236	1.51366
237	0.909056
238	0.990528
239	1.36787
240	0.870464
241	0.6432
242	1.14918
243	0.596032
244	0.977664
245	1.11488
246	1.35501
247	1.15776
248	1.08058
249	1.05485
250	0.891904
251	0.574592
252	1.01626
253	0.939072
254	1.0377
255	1.09344
256	1.09773
257	0.797568
258	0.951936
259	1.12346
260	1.06771
261	0.70752
262	0.484544
263	0.960512
264	0.956224
265	1.04627
266	0.909056
267	0.608896
268	1.12774
269	0.827584
270	0.92192
271	1.14918
272	0.951936
273	0.861888
274	1.09344
275	0.741824
276	1.04627
277	1.19635
278	0.7504
279	0.913344
280	1.35072
281	1.05056
282	1.01626
283	1.65517
284	0.784704
285	1.22637
286	0.90048
287	0.913344
288	1.1449
289	0.6432
290	1.14061
291	1.04627
292	0.994816
293	0.72896
294	1.14061
295	1.0377
296	0.626048
297	1.1063
298	0.81472
299	1.3936
300	0.870464
301	0.776128
302	1.08915
303	0.891904
304	1.22208
305	0.994816
306	0.853312
